PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
2787,Snodgrass Slough,San Joaquin River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5026614,38.23354397,5101,Slant Pump
2788,Snodgrass Slough,San Joaquin River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.4988726,38.23570227,6459,
2785,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5074005,38.2213918,47773,Siphon
2786,Snodgrass Slough,San Joaquin River,Tyler Island,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.511284,38.22837921,1986,Centrifugal Pump
2791,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4644922,38.19561237,4145,
2792,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.46335,38.19609735,4582,
2790,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4702399,38.19477523,2505,
2779,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5285918,38.19224247,32683,Siphon
2780,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5248921,38.19870081,35343,Siphon
2776,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5279487,38.18148001,4758,Siphon
2777,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5258888,38.18749195,30650,Siphon
2783,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5083159,38.20854307,42330,Siphon
2784,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5044518,38.21215898,44033,Siphon
2781,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5244668,38.19933181,35696,Siphon
2782,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5089854,38.20588427,41276,Siphon
2770,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5351511,38.15449027,16140,Siphon
2771,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5342937,38.15950347,18052,Siphon
2768,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5428285,38.15094173,12898,Siphon
2769,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5410185,38.15188841,13566,Siphon
2774,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5245068,38.17319813,24473,Siphon
2775,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5262744,38.17781141,26282,Siphon
2772,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5299787,38.16787913,21897,Siphon
2773,North Fork Mokelumne River,Mokelumne River,Tyler Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.525581,38.17116787,23513,
2827,Elk Slough,Sacramento River,Slant Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.576023,38.347967,6687,
2828,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.573468,38.3538,9719,
2825,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.580521,38.345467,5001,
2826,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.578838,38.347967,5978,
2831,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.556394,38.367411,19362,
2832,Elk Slough,Sacramento River,RD 999,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.551694,38.373244,22550,
2829,Elk Slough,Sacramento River,Slant Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.562891,38.363522,15997,
2830,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.556496,38.367411,19344,
2819,Beaver Slough,South Mokelumne River,A. E. GIANELLI ET AL.,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4665951,38.19551163,3611,
2820,Beaver Slough,South Mokelumne River,A. E. GIANELLI ET AL.,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4666159,38.19550832,3604,
2817,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4637347,38.19565309,4435,
2818,Beaver Slough,South Mokelumne River,A. E. GIANELLI ET AL.,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4665439,38.19551977,3627,
2823,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.581901,38.339633,2862,
2824,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.581146,38.342689,4017,
2821,Elk Slough,Sacramento River,Slant Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.583621,38.335467,1195,
2822,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.583589,38.335467,1195,Abandoned due to no motor. It looks like the slant pump has been replaced by vertical pump.
2811,Beaver Slough,South Mokelumne River,JOHN K. ISHIZUKA,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4554685,38.20431487,8877,
2812,Beaver Slough,South Mokelumne River,JOHN K. ISHIZUKA,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4554685,38.20431487,8945,
2810,Beaver Slough,South Mokelumne River,New Hope Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4534522,38.20425657,9576,
2815,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4604755,38.19782383,5605,
2816,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4613612,38.19716084,5257,
2813,Beaver Slough,South Mokelumne River,A. E. GIANELLI ET AL.,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4619437,38.19707987,5106,
2814,Beaver Slough,South Mokelumne River,Canal Tract,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.4604792,38.19781838,5593,
2859,Elk Slough,Sacramento River,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.557089,38.363244,17749,
2860,Elk Slough,Sacramento River,A. & M. PYLMAN FARMS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.555766,38.363522,18097,
2857,Elk Slough,Sacramento River,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.562359,38.356022,13294,
2858,Elk Slough,Sacramento River,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.561716,38.360188,14878,
2863,Elk Slough,Sacramento River,Gary Pylman,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.552074,38.367966,20507,
2864,Elk Slough,Sacramento River,BOGLE VINEYARDS INC.,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.551867,38.369355,20942,
2861,Elk Slough,Sacramento River,Robert Pylman,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.555379,38.367411,19548,
2862,Elk Slough,Sacramento River,Gary Pylman,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.552617,38.367688,20375,
2849,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.535021,38.40852,43983,
2850,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.529114,38.415465,47431,
2855,Elk Slough,Sacramento River,A. & M. PYLMAN FARMS,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.573361,38.347689,7442,
2856,Elk Slough,Sacramento River,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.573061,38.353244,9629,
2854,Elk Slough,Sacramento River,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.581556,38.338245,2334,
2843,Elk Slough,Sacramento River,Unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.543481,38.405743,40744,
2844,Elk Slough,Sacramento River,Submersible Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.543509,38.405743,40763,
2841,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.541386,38.404076,39974,
2842,Elk Slough,Sacramento River,Slant Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.541596,38.404354,40048,
2847,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.540696,38.409354,42257,
2848,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.539294,38.409632,42662,
2845,Elk Slough,Sacramento River,Submersible Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.543316,38.406854,41073,
2846,Elk Slough,Sacramento River,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.540951,38.409354,42176,
2835,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.545759,38.381855,28834,
2836,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.546431,38.382688,29031,
2833,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.550019,38.37491,23246,
2834,Elk Slough,Sacramento River,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.545572,38.375466,24574,
2839,Elk Slough,Sacramento River,Unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.539397,38.391577,33903,
